id,Action
1,0.11141232121059184
2,0.6332257027534779
3,0.9813486654178918
4,0.4919151252644838
5,0.9566013355077042
6,0.9793068584232949
7,0.881116877769714
8,0.9703175425964561
9,0.04400954401715292
10,0.7315784208156466
11,0.9322569394892962
12,0.44555613944940203
13,0.42238826058448226
14,0.13070684600859692
15,0.6631506176243068
16,0.7559511138844179
17,0.3707632690802971
18,0.3188524373924874
19,0.7652249048117465
20,0.8379972896518839
21,0.9945555585525564
22,0.41850349788365127
23,0.3554380663758553
24,0.6119533118203484
25,0.5130997486481601
26,0.7388670368115879
27,0.4546060910797199
28,0.10317104809777651
29,0.8350812041376188
30,0.3504632228543653
31,0.5877018206860907
32,0.6492044640697925
33,0.7032186655391727
34,0.7059762318937249
35,0.48662141128222647
36,0.8035993218776564
37,0.5781071025747195
38,0.9007052519470056
39,0.2923387958592769
40,0.266703872344828
41,0.34085270089361486
42,0.9661582753213199
43,0.6599742168402057
44,0.64433126550051
45,0.6578140058392359
46,0.5677625885443397
47,0.9873203012591855
48,0.45700849242887054
49,0.9649395539719486
50,0.7989747794741063
51,0.8488928316537044
52,0.6973040959008227
53,0.6956580378326239
54,0.7643006307508139
55,0.35623454504109886
56,0.3529831102772987
57,0.5919722288757503
58,0.9735338155706339
59,0.6550885264903212
60,0.8386500660145293
61,0.9775863279946286
62,0.8333325148173774
63,0.554593362659612
64,0.8668873367196971
65,0.9641610542027819
66,0.9254137681305563
67,0.4168507449716374
68,0.8202050816894583
69,0.615778977384675
70,0.1413694781087244
71,0.5297509257988574
72,0.8077019516529115
73,0.607013374550039
74,0.8589229229135285
75,0.7320813846250414
76,0.8577349868037086
77,0.933434088075279
78,0.45586542781801787
79,0.4704678927107865
80,0.9812466715210297
81,0.920212659963771
82,0.8424880231121552
83,0.88235029939456
84,0.8735177529440009
85,0.7090624797535576
86,0.4332988497844906
87,0.5323477367872292
88,0.9721530499324675
89,0.8586820562475334
90,0.5200742641586
91,0.7495457675357848
92,0.4327858541372614
93,0.9908921763729815
94,0.4230963668103663
95,0.980140212956103
96,0.5410995867814117
97,0.24891336693151944
98,0.7589440750580186
99,0.916817551943847
100,0.8743211713741337
101,0.6574128470989321
102,0.08841251635321902
103,0.7146878108840893
104,0.2829685820464911
105,0.3199351640168446
106,0.8941609580853257
107,0.9390332188702838
108,0.43375397683071837
109,0.7647223078733265
110,0.7878287554853299
111,0.41836583610229094
112,0.5729204794176762
113,0.7846564814240186
114,0.9793982082925536
115,0.619370874219953
116,0.501972867251721
117,0.6748962476137917
118,0.9328756860989308
119,0.9973649793750403
120,0.8799189005280726
121,0.9248640928488582
122,0.8272519474434216
123,0.32881267093264327
124,0.7662615702581691
125,0.987606619776722
126,0.3371851841009918
127,0.07295846000540279
128,0.4457223149725601
129,0.32928517411093944
130,0.5172800601553038
131,0.9335666226192644
132,0.6166178413129942
133,0.7181406603451034
134,0.21813985350573378
135,0.9778997441571331
136,0.3136696811849876
137,0.7623328168771738
138,0.6879197799854003
139,0.2620449645546886
140,0.7784040055849163
141,0.9799668023607792
142,0.38261023821877327
143,0.845876642396856
144,0.7908611843035114
145,0.9896711510177891
146,0.26246723359826685
147,0.057079210769300344
148,0.5686655666931052
149,0.9216575129697443
150,0.7713825753048108
151,0.718209423030247
152,0.8197413493777383
153,0.7547562957819212
154,0.47943627976245723
155,0.6588650066915224
156,0.8071888443645007
157,0.8514786144240799
158,0.4644733904110215
159,0.9242280937124892
160,0.3868003056733894
161,0.0726668335102421
162,0.8797567998773608
163,0.8377587416447525
164,0.896961350661125
165,0.8245309656519554
166,0.9494534322176041
167,0.6004785562370211
168,0.9409748693354167
169,0.3861463403766574
170,0.8480257706513467
171,0.7305436801058963
172,0.7706616981663084
173,0.7418961043552206
174,0.9450649126963763
175,0.92117987562635
176,0.7591979244925963
177,0.34456843388358693
178,0.9858679216924089
179,0.9929176122336572
180,0.057079210769300344
181,0.031588575233855415
182,0.5172800601553038
183,0.6261078191798938
184,0.5202202240531258
185,0.8253048755967035
186,0.06634341548745798
187,0.936098215466379
188,0.5137077425948189
189,0.2431629141073704
190,0.7871666008845676
191,0.995339743998725
192,0.6065477049977952
193,0.9940653626449767
194,0.8589353132875422
195,0.824818524880649
196,0.9963282793239717
197,0.8502599435635342
198,0.5437222715614178
199,0.756292225969331
200,0.04232476730489244
201,0.5419569957939859
202,0.4528847561300048
203,0.3516501998123703
204,0.5609483979734676
205,0.8978431235983018
206,0.8113154197675594
207,0.7178007882440812
208,0.6269319327664137
209,0.37150128884037315
210,0.834732027530132
211,0.7007895884225499
212,0.27671282239402323
213,0.9483887860456108
214,0.41455767305111935
215,0.951525261093247
216,0.6044874640931768
217,0.7357663088125961
218,0.9240796063142594
219,0.9514274554931015
220,0.49613409634860706
221,0.3933641667696638
222,0.9349065307755676
223,0.8794428040584599
224,0.23569169055922498
225,0.866322100516611
226,0.496270318094466
227,0.2847919296164664
228,0.3867635634124967
229,0.9617764127893486
230,0.7774732437733786
231,0.6425166041342231
232,0.3532077031452993
233,0.677940730320869
234,0.4522656029866224
235,0.6727070286269212
236,0.3172484895798216
237,0.871948141713973
238,0.48679158846443815
239,0.7081960178776494
240,0.7818523036964486
241,0.6028054521412084
242,0.15158582792274208
243,0.38791255089196564
244,0.9733516963193991
245,0.19487549387186998
246,0.8868098425075399
247,0.6075476939294255
248,0.7065942255520873
249,0.8623780155851962
250,0.8010920893729582
251,0.932543020559924
252,0.6887527328335917
253,0.9421400262090782
254,0.8726273424650088
255,0.9508896837159324
256,0.6615857116322494
257,0.7524182349419946
258,0.17779253459820926
259,0.3619123881281902
260,0.9961824997941217
261,0.8966098657890016
262,0.5782841880977456
263,0.7539095665554878
264,0.855537348796212
265,0.7155665038584982
266,0.6269319327664137
267,0.3874233894987693
268,0.8677128212132685
269,0.8623780155851962
270,0.6252659425839739
271,0.7042525674862014
272,0.39854216370449386
273,0.3847264619150962
274,0.7701159968014215
275,0.8038453323178543
276,0.2929548268645532
277,0.9127785915652971
278,0.9414656979695333
279,0.49759143645928106
280,0.3382326894175891
281,0.9978907364101786
282,0.6398693663325643
283,0.2277495973955443
284,0.6226974096810318
285,0.7665897331312866
286,0.8265508149291487
287,0.9808761774952051
288,0.9440058429605316
289,0.24961648580198928
290,0.7155665038584982
291,0.17154535549095337
292,0.5969071119855948
293,0.71165065326671
294,0.5624359845955449
295,0.9159301995611083
296,0.27818978660967963
297,0.03064819193369202
298,0.9150088937810046
299,0.16924251597332976
300,0.8865190309875018
301,0.341279399988253
302,0.7556706241288259
303,0.14073887139138408
304,0.14825732156337898
305,0.7647384885828569
306,0.7834619753589971
307,0.7090624797535576
308,0.9856430571770021
309,0.587747771755243
310,0.7056343638120337
311,0.8159052029533077
312,0.7000460101668232
313,0.6487803142199667
314,0.4140491408354302
315,0.9763067825275655
316,0.7248656913918239
317,0.5157680034546303
318,0.8308693052892651
319,0.21023353139864748
320,0.9429264085673991
321,0.8926308784986259
322,0.19137316487544584
323,0.9692005801376239
324,0.9447601985992276
325,0.8711385149332199
326,0.441707750443503
327,0.7159841640846142
328,0.8906949247427286
329,0.7238997230661595
330,0.6898306653934596
331,0.5836633932200739
332,0.5651753357168388
333,0.8829942964147031
334,0.11544648337391719
335,0.980188839439213
336,0.811713574623601
337,0.48300487888676036
338,0.9679140358651382
339,0.5141750951256818
340,0.3529808057578665
341,0.6768186634230461
342,0.6712926260406504
343,0.25692382066228087
344,0.9784433022480302
345,0.967655956021661
346,0.7693937038686953
347,0.3975992622275588
348,0.3909916222582125
349,0.955464252506435
350,0.5714004066283037
351,0.3438323530951138
352,0.9398824902052507
353,0.5462242098479576
354,0.17508130115973938
355,0.5513451224038817
356,0.9050517375394659
357,0.5428802075802124
358,0.4531836128487111
359,0.45776898462358334
360,0.1976380578915501
361,0.5891293403727047
362,0.8595456990982604
363,0.8101996592996459
364,0.03501986155408292
365,0.8259114290173035
366,0.8053522800953711
367,0.860379274398758
368,0.7704771451165301
369,0.9716403971774022
370,0.3551836162481781
371,0.7411730556574012
372,0.7773088886642858
373,0.09608348817829922
374,0.2572457618928482
375,0.555030600277198
376,0.6319554796740767
377,0.022849049344648688
378,0.5201994117929605
379,0.9106540482488187
380,0.5239755363530135
381,0.24885873225012367
382,0.45700849242887054
383,0.9607479782140153
384,0.33433642281541726
385,0.3284481121909491
386,0.7096483441996885
387,0.7029149147910984
388,0.8486369679632527
389,0.9158270366252236
390,0.8572700767674295
391,0.5497617749597546
392,0.9072263263106275
393,0.5495693648997733
394,0.877553710991051
395,0.3376104683196707
396,0.9107197396398868
397,0.9896711510177891
398,0.6371711117146224
399,0.7019563814116779
400,0.46168436716031824
401,0.9935913665071731
402,0.8692359699849372
403,0.5028902259800515
404,0.8560912021679864
405,0.8966005904552059
406,0.5376132793190344
407,0.25122456665606646
408,0.7912030604885171
409,0.7411730556574012
410,0.4733966229403729
411,0.9390267495510574
412,0.410281115574945
413,0.15272115761087968
414,0.6249242720372684
415,0.9857242983801441
416,0.6670297576473265
417,0.7416498583304562
418,0.44469330026441706
419,0.7876950610083017
420,0.9602734061144457
421,0.8566667515851734
422,0.49651970862148453
